AgeGroup,GENDER,DOMAIN,PhD,YearsExpGroup,UNIVERSITY,UOC_POSITION,USERWIKI,PU1,PU2,PU3,PEU1,PEU2,PEU3,ENJ1,ENJ2,Qu1,Qu2,Qu3,Qu4,Qu5,Vis1,Vis2,Vis3,Im1,Im2,Im3,SA1,SA2,SA3,Use1,Use2,Use3,Use4,Use5,Pf1,Pf2,Pf3,JR1,JR2,BI1,BI2,Inc1,Inc2,Inc3,Inc4,Exp1,Exp2,Exp3,Exp4,Exp5
30s,Female,Law & Politics,Yes,<10 yrs,UOC,Adjunct,No,Neutral,Disagree,Neutral,Strongly Agree,Neutral,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Neutral,Disagree,Neutral,Strongly Disagree,Neutral,Disagree,Neutral,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree
40s,Female,Law & Politics,Yes,20 to 30 yrs,UOC,Adjunct,No,Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Neutral,Strongly Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree
30s,Female,Law & Politics,No,10 to 20 yrs,UOC,Adjunct,No,Disagree,Neutral,Disagree,Agree,Agree,,Strongly Agree,Strongly Agree,Neutral,Neutral,Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree
30s,Female,Unknown,No,<10 yrs,UOC,Adjunct,No,Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Disagree,Neutral,Disagree,Neutral,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree
50s,Female,Arts & Humanities,No,<10 yrs,UOC,Adjunct,No,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,,Neutral,Neutral,Disagree,Agree,Agree,Strongly Agree,Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree
40s,Female,Unknown,No,<10 yrs,UOC,Adjunct,No,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Agree
30s,Female,Health Sciences,Yes,<10 yrs,UOC,Adjunct,No,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Strongly Disagree,Disagree,Agree,Neutral,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Neutral,Disagree,Agree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
30s,Female,Arts & Humanities,Yes,<10 yrs,UOC,Adjunct,No,Neutral,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree
40s,Female,Arts & Humanities,No,<10 yrs,UOC,Adjunct,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree
30s,Female,Unknown,Yes,10 to 20 yrs,UOC,Adjunct,No,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Neutral,Strongly Disagree,Disagree,Neutral,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,Disagree
30s,Female,Health Sciences,No,<10 yrs,UOC,Adjunct,Yes,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Agree,,Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,,Agree,Agree,Strongly Agree,Agree,,Strongly Agree,Agree,Agree,Agree,Neutral,Agree
30s,Female,Unknown,Yes,10 to 20 yrs,UOC,Adjunct,No,Neutral,Neutral,Agree,Strongly Agree,Agree,,Neutral,Agree,Agree,Agree,Neutral,,,,,Strongly Disagree,Neutral,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Neutral,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree
40s,Female,Health Sciences,Yes,<10 yrs,UOC,Adjunct,No,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Agree,Agree,Neutral,Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral
30s,Female,Unknown,No,<10 yrs,UOC,Adjunct,No,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Agree,Agree,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree
40s,Female,Unknown,No,<10 yrs,UOC,Adjunct,No,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Neutral,Neutral,Neutral,Disagree,Strongly Agree,Agree,Neutral,Neutral,Neutral,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Disagree,Neutral
40s,Female,Unknown,No,<10 yrs,UOC,Adjunct,No,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree
40s,Female,Arts & Humanities,No,<10 yrs,UOC,Adjunct,Yes,,,Disagree,Strongly Agree,Agree,,Strongly Disagree,,Disagree,Disagree,Disagree,Agree,,,,Strongly Disagree,,Agree,,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,,,,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Agree
30s,Female,Unknown,Yes,<10 yrs,UOC,Adjunct,No,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Strongly Disagree,Agree
30s,Female,Arts & Humanities,Yes,<10 yrs,UOC,Adjunct,No,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Neutral,Disagree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Strongly Agree,Disagree,Agree
30s,Female,Arts & Humanities,No,<10 yrs,UOC,Adjunct,No,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Disagree
40s,Female,Law & Politics,Yes,10 to 20 yrs,UOC,Adjunct,No,Neutral,Neutral,Neutral,Agree,Neutral,,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,,,,Strongly Disagree,,,,,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,,Strongly Disagree,Strongly Disagree,Strongly Disagree,,,,,,,,,Disagree,Agree,Agree,Strongly Disagree,
30s,Female,Sciences,No,<10 yrs,UOC,Adjunct,No,Disagree,Disagree,Neutral,Strongly Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Disagree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree
40s,Female,Law & Politics,Yes,10 to 20 yrs,UOC,Adjunct,No,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Neutral,Disagree,Neutral,Strongly Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree
50s,Female,Law & Politics,No,20 to 30 yrs,UOC,Adjunct,No,Disagree,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Neutral,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Disagree,Strongly Disagree
30s,Female,Unknown,Yes,10 to 20 yrs,UOC,Adjunct,No,Disagree,Disagree,Disagree,Strongly Agree,Neutral,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,,,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree
50s,Female,Arts & Humanities,No,<10 yrs,UOC,Adjunct,Yes,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Agree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Agree,Disagree,Strongly Disagree,Neutral,Neutral,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Neutral
30s,Female,Unknown,No,<10 yrs,UOC,Adjunct,No,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Neutral,Disagree,Disagree,Strongly Disagree,Disagree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral
30s,Female,Unknown,No,<10 yrs,UOC,Adjunct,No,Neutral,Neutral,Neutral,Strongly Agree,,Neutral,Strongly Agree,Strongly Agree,Neutral,Disagree,,Agree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Agree,Neutral,Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree
40s,Female,Law & Politics,No,<10 yrs,UOC,Adjunct,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,,Agree,Neutral,Disagree,,Agree,Agree,Disagree,Strongly Agree,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree
40s,Female,Arts & Humanities,No,<10 yrs,UOC,Adjunct,No,Neutral,Neutral,Neutral,Agree,Agree,,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,,Disagree,Disagree,Agree,,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Agree,,,,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Disagree,Strongly Disagree,Disagree
30s,Female,Health Sciences,No,<10 yrs,UOC,Adjunct,No,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Disagree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Disagree,Agree
40s,Female,Arts & Humanities,No,<10 yrs,UOC,Adjunct,No,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Agree,Strongly Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Strongly Disagree,Strongly Agree
30s,Female,Unknown,Yes,<10 yrs,UOC,Adjunct,No,Neutral,Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral
30s,Female,Unknown,No,<10 yrs,UOC,Adjunct,No,Neutral,Neutral,Disagree,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree
40s,Female,Arts & Humanities,No,<10 yrs,UOC,Adjunct,No,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral
40s,Female,Arts & Humanities,No,20 to 30 yrs,UOC,Adjunct,No,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree
40s,Female,Arts & Humanities,No,<10 yrs,UOC,Adjunct,No,Disagree,Disagree,Neutral,Neutral,,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Disagree,Disagree,Strongly Disagree,Neutral,Disagree,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree
30s,Female,Arts & Humanities,No,<10 yrs,UOC,Adjunct,Yes,Disagree,,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Neutral,Agree,Agree,Neutral,,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree
20s,Female,Unknown,No,<10 yrs,UOC,Adjunct,No,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree
30s,Female,Unknown,No,<10 yrs,UOC,Adjunct,No,Agree,Agree,Agree,Strongly Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Neutral
40s,Female,Engineering & Architecture,No,<10 yrs,UOC,Adjunct,Yes,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Strongly Agree
40s,Female,Arts & Humanities,Yes,20 to 30 yrs,UOC,Adjunct,No,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Strongly Disagree,Agree
30s,Female,Unknown,No,<10 yrs,UOC,Adjunct,No,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Neutral,Disagree,Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree
40s,Female,Arts & Humanities,Yes,<10 yrs,UOC,Adjunct,No,Neutral,Neutral,Agree,Neutral,Neutral,Strongly Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,,Neutral,Neutral,,Neutral,Agree,Neutral,Neutral,Agree,Agree,Strongly Disagree,Disagree
30s,Female,Arts & Humanities,No,<10 yrs,UOC,Adjunct,No,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,,,Disagree,Neutral,,,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Neutral,,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Strongly Disagree,Agree
30s,Female,Unknown,No,<10 yrs,UOC,Adjunct,Yes,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Neutral,Disagree,Neutral,Strongly Disagree,Neutral,Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Disagree,Disagree,Agree,Neutral,Agree,Neutral,Disagree,Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Neutral,Neutral
